date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:58:50	41980/41980	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225f99e3a9-a3fc%22	http://tornado.storeminsk.of.by/fonts/gotham-pro/GothamPro-BoldItalic.eot	C:/Musa/Test/Test/tornado.storeminsk.of.by/fonts/gotham-pro/GothamPro-BoldItalic.eot	(from http://tornado.storeminsk.of.by/fonts/gotham-pro/index.css)
10:58:50	40552/40552	---M--	200	added ('OK')	application/octet-stream	etag:%225f99e3a9-9e68%22	http://tornado.storeminsk.of.by/fonts/gotham-pro/GothamPro-Medium.ttf	C:/Musa/Test/Test/tornado.storeminsk.of.by/fonts/gotham-pro/GothamPro-Medium.ttf	(from http://tornado.storeminsk.of.by/fonts/gotham-pro/index.css)
10:58:51	21564/21564	---M--	200	added ('OK')	font/woff	etag:%225f99e3a9-543c%22	http://tornado.storeminsk.of.by/fonts/gotham-pro/GothamPro-BoldItalic.woff	C:/Musa/Test/Test/tornado.storeminsk.of.by/fonts/gotham-pro/GothamPro-BoldItalic.woff	(from http://tornado.storeminsk.of.by/fonts/gotham-pro/index.css)
10:58:54	14820/14820	---M--	200	added ('OK')	font/woff2	etag:%225f99e3aa-39e4%22	http://tornado.storeminsk.of.by/fonts/gotham-pro/GothamPro.woff2	C:/Musa/Test/Test/tornado.storeminsk.of.by/fonts/gotham-pro/GothamPro.woff2	(from http://tornado.storeminsk.of.by/fonts/gotham-pro/index.css)
10:58:54	41980/41980	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225f99e3a9-a3fc%22	http://tornado.storeminsk.of.by/fonts/gotham-pro/GothamPro-BoldItalic.eot?	C:/Musa/Test/Test/tornado.storeminsk.of.by/fonts/gotham-pro/GothamPro-BoldItalicd41d.eot	(from http://tornado.storeminsk.of.by/fonts/gotham-pro/index.css)
10:58:54	40642/40642	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225f99e3aa-9ec2%22	http://tornado.storeminsk.of.by/fonts/gotham-pro/GothamPro.eot	C:/Musa/Test/Test/tornado.storeminsk.of.by/fonts/gotham-pro/GothamPro.eot	(from http://tornado.storeminsk.of.by/fonts/gotham-pro/index.css)
10:58:56	41768/41768	---M--	200	added ('OK')	application/octet-stream	etag:%225f99e3a9-a328%22	http://tornado.storeminsk.of.by/fonts/gotham-pro/GothamPro-BoldItalic.ttf	C:/Musa/Test/Test/tornado.storeminsk.of.by/fonts/gotham-pro/GothamPro-BoldItalic.ttf	(from http://tornado.storeminsk.of.by/fonts/gotham-pro/index.css)
10:58:57	20892/20892	---M--	200	added ('OK')	font/woff	etag:%225f99e3aa-519c%22	http://tornado.storeminsk.of.by/fonts/gotham-pro/GothamPro.woff	C:/Musa/Test/Test/tornado.storeminsk.of.by/fonts/gotham-pro/GothamPro.woff	(from http://tornado.storeminsk.of.by/fonts/gotham-pro/index.css)
10:58:58	40642/40642	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225f99e3aa-9ec2%22	http://tornado.storeminsk.of.by/fonts/gotham-pro/GothamPro.eot?	C:/Musa/Test/Test/tornado.storeminsk.of.by/fonts/gotham-pro/GothamProd41d.eot	(from http://tornado.storeminsk.of.by/fonts/gotham-pro/index.css)
10:58:59	41928/41928	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225f99e3a9-a3c8%22	http://tornado.storeminsk.of.by/fonts/gotham-pro/GothamPro-MediumItalic.eot	C:/Musa/Test/Test/tornado.storeminsk.of.by/fonts/gotham-pro/GothamPro-MediumItalic.eot	(from http://tornado.storeminsk.of.by/fonts/gotham-pro/index.css)
10:59:00	15928/15928	---M--	200	added ('OK')	font/woff2	etag:%225f99e3a9-3e38%22	http://tornado.storeminsk.of.by/fonts/gotham-pro/GothamPro-MediumItalic.woff2	C:/Musa/Test/Test/tornado.storeminsk.of.by/fonts/gotham-pro/GothamPro-MediumItalic.woff2	(from http://tornado.storeminsk.of.by/fonts/gotham-pro/index.css)
10:59:00	40464/40464	---M--	200	added ('OK')	application/octet-stream	etag:%225f99e3aa-9e10%22	http://tornado.storeminsk.of.by/fonts/gotham-pro/GothamPro.ttf	C:/Musa/Test/Test/tornado.storeminsk.of.by/fonts/gotham-pro/GothamPro.ttf	(from http://tornado.storeminsk.of.by/fonts/gotham-pro/index.css)
10:59:02	41928/41928	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225f99e3a9-a3c8%22	http://tornado.storeminsk.of.by/fonts/gotham-pro/GothamPro-MediumItalic.eot?	C:/Musa/Test/Test/tornado.storeminsk.of.by/fonts/gotham-pro/GothamPro-MediumItalicd41d.eot	(from http://tornado.storeminsk.of.by/fonts/gotham-pro/index.css)
10:59:03	22200/22200	---M--	200	added ('OK')	font/woff	etag:%225f99e3a9-56b8%22	http://tornado.storeminsk.of.by/fonts/gotham-pro/GothamPro-MediumItalic.woff	C:/Musa/Test/Test/tornado.storeminsk.of.by/fonts/gotham-pro/GothamPro-MediumItalic.woff	(from http://tornado.storeminsk.of.by/fonts/gotham-pro/index.css)
10:59:04	41892/41892	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225f99e3a8-a3a4%22	http://tornado.storeminsk.of.by/fonts/gotham-pro/GothamPro-BlackItalic.eot	C:/Musa/Test/Test/tornado.storeminsk.of.by/fonts/gotham-pro/GothamPro-BlackItalic.eot	(from http://tornado.storeminsk.of.by/fonts/gotham-pro/index.css)
